origin_date,role,horizon,cell,model,alpha_H,alpha_X,alpha_E,ev_family,inner_log_loss
2023-04-30,direction,2,DE,ME,100.0,,10.0,EV-F1,0.731799
2023-04-30,direction,2,D2,M2,100.0,100.0,10.0,EV-F0,0.782716
2023-04-30,direction,3,D0,M0,100.0,,,,0.795075
2023-04-30,direction,3,D1,M1,100.0,100.0,,,0.777106
2023-04-30,direction,3,DE,ME,100.0,,100.0,EV-F1,0.795093
2023-04-30,direction,3,D2,M2,100.0,100.0,100.0,EV-F0,0.781016
2023-04-30,large_move,1,D0,M0,100.0,,,,0.809867
2023-04-30,large_move,1,D1,M1,100.0,100.0,,,0.888826
2023-04-30,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.818827
2023-04-30,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.903432
2023-04-30,large_move,2,D0,M0,100.0,,,,0.790593
2023-04-30,large_move,2,D1,M1,100.0,100.0,,,0.882955
2023-04-30,large_move,2,DE,ME,100.0,,100.0,EV-F1,0.795297
2023-04-30,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.892809
2023-04-30,large_move,3,D0,M0,100.0,,,,0.880619
2023-04-30,large_move,3,D1,M1,100.0,100.0,,,0.987331
2023-04-30,large_move,3,DE,ME,100.0,,10.0,EV-F1,0.875864
2023-04-30,large_move,3,D2,M2,100.0,100.0,10.0,EV-F1,0.96531
2023-04-30,turning_point,1,D0,M0,100.0,,,,0.710306
2023-04-30,turning_point,1,D1,M1,100.0,100.0,,,0.775284
2023-04-30,turning_point,1,DE,ME,100.0,,10.0,EV-F0,0.706138
2023-04-30,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F0,0.767542
2023-05-31,direction,1,D0,M0,100.0,,,,0.727036
2023-05-31,direction,1,D1,M1,100.0,100.0,,,0.719341
2023-05-31,direction,1,DE,ME,100.0,,10.0,EV-F1,0.707245
2023-05-31,direction,1,D2,M2,100.0,100.0,10.0,EV-F0,0.691945
2023-05-31,direction,2,D0,M0,100.0,,,,0.764249
2023-05-31,direction,2,D1,M1,100.0,100.0,,,0.790666
2023-05-31,direction,2,DE,ME,100.0,,10.0,EV-F0,0.756041
2023-05-31,direction,2,D2,M2,100.0,100.0,10.0,EV-F0,0.777898
2023-05-31,direction,3,D0,M0,100.0,,,,0.769847
2023-05-31,direction,3,D1,M1,100.0,100.0,,,0.710761
2023-05-31,direction,3,DE,ME,100.0,,100.0,EV-F1,0.771371
2023-05-31,direction,3,D2,M2,100.0,100.0,100.0,EV-F0,0.714152
2023-05-31,large_move,1,D0,M0,100.0,,,,0.825183
2023-05-31,large_move,1,D1,M1,100.0,100.0,,,0.882753
2023-05-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.836436
2023-05-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.896996
2023-05-31,large_move,2,D0,M0,100.0,,,,0.796593
2023-05-31,large_move,2,D1,M1,100.0,100.0,,,0.889801
2023-05-31,large_move,2,DE,ME,100.0,,100.0,EV-F1,0.799016
2023-05-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.896702
2023-05-31,large_move,3,D0,M0,100.0,,,,0.872152
2023-05-31,large_move,3,D1,M1,100.0,100.0,,,0.944277
2023-05-31,large_move,3,DE,ME,100.0,,100.0,EV-F0,0.868536
2023-05-31,large_move,3,D2,M2,100.0,100.0,100.0,EV-F0,0.938715
2023-05-31,turning_point,1,D0,M0,100.0,,,,0.726056
2023-05-31,turning_point,1,D1,M1,100.0,100.0,,,0.807678
2023-05-31,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.723452
2023-05-31,turning_point,1,D2,M2,100.0,100.0,10.0,EV-F0,0.792267
2023-06-30,direction,1,D0,M0,100.0,,,,0.708443
2023-06-30,direction,1,D1,M1,100.0,100.0,,,0.675174
2023-06-30,direction,1,DE,ME,100.0,,10.0,EV-F1,0.703912
2023-06-30,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.670619
2023-06-30,direction,2,D0,M0,100.0,,,,0.739193
2023-06-30,direction,2,D1,M1,100.0,100.0,,,0.745477
2023-06-30,direction,2,DE,ME,100.0,,100.0,EV-F0,0.739991
2023-06-30,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.746569
2023-06-30,direction,3,D0,M0,100.0,,,,0.7648
2023-06-30,direction,3,D1,M1,100.0,100.0,,,0.687817
2023-06-30,direction,3,DE,ME,100.0,,100.0,EV-F0,0.764638
2023-06-30,direction,3,D2,M2,100.0,100.0,100.0,EV-F0,0.689337
2023-06-30,large_move,1,D0,M0,100.0,,,,0.840979
2023-06-30,large_move,1,D1,M1,100.0,100.0,,,0.887765
2023-06-30,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.849343
2023-06-30,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.894449
2023-06-30,large_move,2,D0,M0,100.0,,,,0.79666
2023-06-30,large_move,2,D1,M1,100.0,100.0,,,0.862521
2023-06-30,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.797289
2023-06-30,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.864318
2023-06-30,large_move,3,D0,M0,100.0,,,,0.851337
2023-06-30,large_move,3,D1,M1,100.0,100.0,,,0.897721
2023-06-30,large_move,3,DE,ME,100.0,,1.0,EV-F0,0.832705
2023-06-30,large_move,3,D2,M2,100.0,100.0,1.0,EV-F1,0.875945
2023-06-30,turning_point,1,D0,M0,100.0,,,,0.721758
2023-06-30,turning_point,1,D1,M1,100.0,100.0,,,0.744197
2023-06-30,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.714045
2023-06-30,turning_point,1,D2,M2,100.0,100.0,1.0,EV-F0,0.716726
2023-07-31,direction,1,D0,M0,100.0,,,,0.702115
2023-07-31,direction,1,D1,M1,100.0,100.0,,,0.713983
2023-07-31,direction,1,DE,ME,100.0,,100.0,EV-F1,0.699222
2023-07-31,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.715421
2023-07-31,direction,2,D0,M0,100.0,,,,0.729415
2023-07-31,direction,2,D1,M1,100.0,10.0,,,0.632634
2023-07-31,direction,2,DE,ME,100.0,,100.0,EV-F0,0.731898
2023-07-31,direction,2,D2,M2,100.0,10.0,100.0,EV-F0,0.635334
2023-07-31,direction,3,D0,M0,100.0,,,,0.752211
2023-07-31,direction,3,D1,M1,100.0,10.0,,,0.666169
2023-07-31,direction,3,DE,ME,100.0,,100.0,EV-F0,0.751724
2023-07-31,direction,3,D2,M2,100.0,10.0,100.0,EV-F0,0.665739
2023-07-31,large_move,1,D0,M0,100.0,,,,0.823127
2023-07-31,large_move,1,D1,M1,100.0,100.0,,,0.84104
2023-07-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.829707
2023-07-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.844645
2023-07-31,large_move,2,D0,M0,100.0,,,,0.824236
2023-07-31,large_move,2,D1,M1,100.0,100.0,,,0.847556
2023-07-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.823214
2023-07-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.846625
2023-07-31,large_move,3,D0,M0,100.0,,,,0.901942
2023-07-31,large_move,3,D1,M1,100.0,100.0,,,0.927598
2023-07-31,large_move,3,DE,ME,100.0,,100.0,EV-F0,0.899562
2023-07-31,large_move,3,D2,M2,100.0,100.0,1.0,EV-F0,0.903303
2023-07-31,turning_point,1,D0,M0,100.0,,,,0.723887
2023-07-31,turning_point,1,D1,M1,100.0,100.0,,,0.727497
2023-07-31,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.718485
2023-07-31,turning_point,1,D2,M2,100.0,100.0,10.0,EV-F0,0.693775
2023-08-31,direction,1,D0,M0,100.0,,,,0.705458
2023-08-31,direction,1,D1,M1,100.0,100.0,,,0.719458
2023-08-31,direction,1,DE,ME,100.0,,100.0,EV-F1,0.700793
2023-08-31,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.713132
2023-08-31,direction,2,D0,M0,100.0,,,,0.725246
2023-08-31,direction,2,D1,M1,100.0,10.0,,,0.694912
2023-08-31,direction,2,DE,ME,100.0,,100.0,EV-F0,0.730108
2023-08-31,direction,2,D2,M2,100.0,10.0,100.0,EV-F0,0.694617
2023-08-31,direction,3,D0,M0,100.0,,,,0.753186
2023-08-31,direction,3,D1,M1,100.0,100.0,,,0.736571
2023-08-31,direction,3,DE,ME,100.0,,10.0,EV-F1,0.750982
2023-08-31,direction,3,D2,M2,100.0,10.0,10.0,EV-F0,0.708927
2023-08-31,large_move,1,D0,M0,100.0,,,,0.899267
2023-08-31,large_move,1,D1,M1,100.0,100.0,,,0.931054
2023-08-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.906212
2023-08-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.938871
2023-08-31,large_move,2,D0,M0,100.0,,,,0.870707
2023-08-31,large_move,2,D1,M1,100.0,100.0,,,0.87882
2023-08-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.870078
2023-08-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.879401
2023-08-31,large_move,3,D0,M0,100.0,,,,0.914215
2023-08-31,large_move,3,D1,M1,100.0,100.0,,,0.935647
2023-08-31,large_move,3,DE,ME,100.0,,10.0,EV-F0,0.906147
2023-08-31,large_move,3,D2,M2,100.0,100.0,10.0,EV-F1,0.919175
2023-08-31,turning_point,1,D0,M0,100.0,,,,0.707581
2023-08-31,turning_point,1,D1,M1,100.0,100.0,,,0.710217
2023-08-31,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.69289
2023-08-31,turning_point,1,D2,M2,100.0,100.0,10.0,EV-F0,0.684053
2023-09-30,direction,1,D0,M0,100.0,,,,0.722702
2023-09-30,direction,1,D1,M1,100.0,100.0,,,0.767726
2023-09-30,direction,1,DE,ME,100.0,,10.0,EV-F1,0.712844
2023-09-30,direction,1,D2,M2,100.0,100.0,10.0,EV-F0,0.744968
2023-09-30,direction,2,D0,M0,100.0,,,,0.708073
2023-09-30,direction,2,D1,M1,100.0,100.0,,,0.703008
2023-09-30,direction,2,DE,ME,100.0,,100.0,EV-F0,0.710744
2023-09-30,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.704784
2023-09-30,direction,3,D0,M0,100.0,,,,0.737371
2023-09-30,direction,3,D1,M1,100.0,100.0,,,0.735787
2023-09-30,direction,3,DE,ME,100.0,,100.0,EV-F1,0.736177
2023-09-30,direction,3,D2,M2,100.0,100.0,100.0,EV-F0,0.735466
2023-09-30,large_move,1,D0,M0,100.0,,,,0.883189
2023-09-30,large_move,1,D1,M1,100.0,100.0,,,0.928232
2023-09-30,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.891451
2023-09-30,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.936908
2023-09-30,large_move,2,D0,M0,100.0,,,,0.89866
2023-09-30,large_move,2,D1,M1,100.0,100.0,,,0.918773
2023-09-30,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.901771
2023-09-30,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.922802
2023-09-30,large_move,3,D0,M0,100.0,,,,0.947699
2023-09-30,large_move,3,D1,M1,100.0,100.0,,,0.981087
2023-09-30,large_move,3,DE,ME,100.0,,10.0,EV-F0,0.945106
2023-09-30,large_move,3,D2,M2,100.0,100.0,1.0,EV-F1,0.963533
2023-09-30,turning_point,1,D0,M0,100.0,,,,0.698205
2023-09-30,turning_point,1,D1,M1,100.0,100.0,,,0.700421
2023-09-30,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.676307
2023-09-30,turning_point,1,D2,M2,100.0,100.0,1.0,EV-F0,0.668831
2023-10-31,direction,1,D0,M0,100.0,,,,0.702855
2023-10-31,direction,1,D1,M1,100.0,100.0,,,0.735099
2023-10-31,direction,1,DE,ME,100.0,,10.0,EV-F1,0.686853
2023-10-31,direction,1,D2,M2,100.0,100.0,10.0,EV-F0,0.693737
2023-10-31,direction,2,D0,M0,100.0,,,,0.696921
2023-10-31,direction,2,D1,M1,100.0,100.0,,,0.689046
2023-10-31,direction,2,DE,ME,100.0,,100.0,EV-F0,0.698928
2023-10-31,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.688455
2023-10-31,direction,3,D0,M0,100.0,,,,0.755862
2023-10-31,direction,3,D1,M1,100.0,100.0,,,0.770138
2023-10-31,direction,3,DE,ME,100.0,,10.0,EV-F1,0.740683
2023-10-31,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.757838
2023-10-31,large_move,1,D0,M0,100.0,,,,0.883491
2023-10-31,large_move,1,D1,M1,100.0,100.0,,,0.928098
2023-10-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.890286
2023-10-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.936101
2023-10-31,large_move,2,D0,M0,100.0,,,,0.90145
2023-10-31,large_move,2,D1,M1,100.0,100.0,,,0.931981
2023-10-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.904005
2023-10-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.934047
2023-10-31,large_move,3,D0,M0,100.0,,,,0.917945
2023-10-31,large_move,3,D1,M1,100.0,100.0,,,0.936449
2023-10-31,large_move,3,DE,ME,100.0,,100.0,EV-F0,0.914984
2023-10-31,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.930492
2023-10-31,turning_point,1,D0,M0,100.0,,,,0.688527
2023-10-31,turning_point,1,D1,M1,100.0,100.0,,,0.68662
2023-10-31,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.666767
2023-10-31,turning_point,1,D2,M2,100.0,100.0,1.0,EV-F0,0.653427
2023-11-30,direction,1,D0,M0,100.0,,,,0.693654
2023-11-30,direction,1,D1,M1,100.0,100.0,,,0.717899
2023-11-30,direction,1,DE,ME,100.0,,10.0,EV-F1,0.681822
2023-11-30,direction,1,D2,M2,100.0,100.0,10.0,EV-F0,0.681153
2023-11-30,direction,2,D0,M0,100.0,,,,0.710344
2023-11-30,direction,2,D1,M1,100.0,100.0,,,0.715024
2023-11-30,direction,2,DE,ME,100.0,,100.0,EV-F0,0.710982
2023-11-30,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.712752
2023-11-30,direction,3,D0,M0,100.0,,,,0.787847
2023-11-30,direction,3,D1,M1,100.0,100.0,,,0.827806
2023-11-30,direction,3,DE,ME,100.0,,10.0,EV-F1,0.765451
2023-11-30,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.808074
2023-11-30,large_move,1,D0,M0,100.0,,,,0.885519
2023-11-30,large_move,1,D1,M1,100.0,100.0,,,0.930481
2023-11-30,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.89137
2023-11-30,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.937459
2023-11-30,large_move,2,D0,M0,100.0,,,,0.902833
2023-11-30,large_move,2,D1,M1,100.0,100.0,,,0.932396
2023-11-30,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.90443
2023-11-30,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.932734
2023-11-30,large_move,3,D0,M0,100.0,,,,0.923454
2023-11-30,large_move,3,D1,M1,100.0,100.0,,,0.93113
2023-11-30,large_move,3,DE,ME,100.0,,100.0,EV-F0,0.920355
2023-11-30,large_move,3,D2,M2,100.0,100.0,10.0,EV-F1,0.92582
2023-11-30,turning_point,1,D0,M0,100.0,,,,0.699104
2023-11-30,turning_point,1,D1,M1,100.0,100.0,,,0.695081
2023-11-30,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.673203
2023-11-30,turning_point,1,D2,M2,100.0,100.0,1.0,EV-F0,0.649148
2023-12-31,direction,1,D0,M0,100.0,,,,0.718801
2023-12-31,direction,1,D1,M1,100.0,100.0,,,0.768468
2023-12-31,direction,1,DE,ME,100.0,,10.0,EV-F1,0.688293
2023-12-31,direction,1,D2,M2,100.0,100.0,10.0,EV-F0,0.703724
2023-12-31,direction,2,D0,M0,100.0,,,,0.739768
2023-12-31,direction,2,D1,M1,100.0,100.0,,,0.77634
2023-12-31,direction,2,DE,ME,100.0,,10.0,EV-F1,0.732028
2023-12-31,direction,2,D2,M2,100.0,100.0,10.0,EV-F0,0.760679
2023-12-31,direction,3,D0,M0,100.0,,,,0.768532
2023-12-31,direction,3,D1,M1,100.0,100.0,,,0.803658
2023-12-31,direction,3,DE,ME,100.0,,10.0,EV-F1,0.749381
2023-12-31,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.792704
2023-12-31,large_move,1,D0,M0,100.0,,,,0.88988
2023-12-31,large_move,1,D1,M1,100.0,100.0,,,0.936498
2023-12-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.895621
2023-12-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.943129
2023-12-31,large_move,2,D0,M0,100.0,,,,0.847027
2023-12-31,large_move,2,D1,M1,100.0,100.0,,,0.860808
2023-12-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.848035
2023-12-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.860652
2023-12-31,large_move,3,D0,M0,100.0,,,,0.87511
2023-12-31,large_move,3,D1,M1,100.0,100.0,,,0.875035
2023-12-31,large_move,3,DE,ME,100.0,,10.0,EV-F1,0.866727
2023-12-31,large_move,3,D2,M2,100.0,100.0,10.0,EV-F1,0.862561
2023-12-31,turning_point,1,D0,M0,100.0,,,,0.701598
2023-12-31,turning_point,1,D1,M1,100.0,100.0,,,0.696857
2023-12-31,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.675431
2023-12-31,turning_point,1,D2,M2,100.0,10.0,1.0,EV-F0,0.650413
2024-01-31,direction,1,D0,M0,100.0,,,,0.734353
2024-01-31,direction,1,D1,M1,100.0,100.0,,,0.798691
2024-01-31,direction,1,DE,ME,100.0,,1.0,EV-F1,0.689397
2024-01-31,direction,1,D2,M2,100.0,100.0,10.0,EV-F1,0.72042
2024-01-31,direction,2,D0,M0,100.0,,,,0.725617
2024-01-31,direction,2,D1,M1,100.0,100.0,,,0.761571
2024-01-31,direction,2,DE,ME,100.0,,10.0,EV-F1,0.719848
2024-01-31,direction,2,D2,M2,100.0,100.0,10.0,EV-F0,0.747869
2024-01-31,direction,3,D0,M0,100.0,,,,0.757493
2024-01-31,direction,3,D1,M1,100.0,100.0,,,0.798563
2024-01-31,direction,3,DE,ME,100.0,,10.0,EV-F1,0.742782
2024-01-31,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.78758
2024-01-31,large_move,1,D0,M0,100.0,,,,0.869978
2024-01-31,large_move,1,D1,M1,100.0,100.0,,,0.909351
2024-01-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.875684
2024-01-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.915709
2024-01-31,large_move,2,D0,M0,100.0,,,,0.798085
2024-01-31,large_move,2,D1,M1,100.0,100.0,,,0.809212
2024-01-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.798841
2024-01-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.808834
2024-01-31,large_move,3,D0,M0,100.0,,,,0.828724
2024-01-31,large_move,3,D1,M1,100.0,100.0,,,0.828378
2024-01-31,large_move,3,DE,ME,100.0,,10.0,EV-F1,0.817037
2024-01-31,large_move,3,D2,M2,100.0,100.0,10.0,EV-F1,0.811282
2024-01-31,turning_point,1,D0,M0,100.0,,,,0.703171
2024-01-31,turning_point,1,D1,M1,100.0,100.0,,,0.696588
2024-01-31,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.671089
2024-01-31,turning_point,1,D2,M2,100.0,10.0,1.0,EV-F0,0.651158
2024-02-29,direction,1,D0,M0,100.0,,,,0.71544
2024-02-29,direction,1,D1,M1,100.0,100.0,,,0.770775
2024-02-29,direction,1,DE,ME,100.0,,1.0,EV-F1,0.68389
2024-02-29,direction,1,D2,M2,100.0,100.0,10.0,EV-F0,0.697586
2024-02-29,direction,2,D0,M0,100.0,,,,0.718467
2024-02-29,direction,2,D1,M1,100.0,100.0,,,0.750423
2024-02-29,direction,2,DE,ME,100.0,,10.0,EV-F1,0.710305
2024-02-29,direction,2,D2,M2,100.0,100.0,10.0,EV-F0,0.732543
2024-02-29,direction,3,D0,M0,100.0,,,,0.775135
2024-02-29,direction,3,D1,M1,100.0,100.0,,,0.842113
2024-02-29,direction,3,DE,ME,100.0,,10.0,EV-F1,0.753883
2024-02-29,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.817296
2024-02-29,large_move,1,D0,M0,100.0,,,,0.833247
2024-02-29,large_move,1,D1,M1,100.0,100.0,,,0.87299
2024-02-29,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.8385
2024-02-29,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.87893
2024-02-29,large_move,2,D0,M0,100.0,,,,0.771681
2024-02-29,large_move,2,D1,M1,100.0,100.0,,,0.795738
2024-02-29,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.772597
2024-02-29,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.795027
2024-02-29,large_move,3,D0,M0,100.0,,,,0.751152
2024-02-29,large_move,3,D1,M1,100.0,100.0,,,0.764846
2024-02-29,large_move,3,DE,ME,100.0,,10.0,EV-F1,0.737225
2024-02-29,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.743691
2024-02-29,turning_point,1,D0,M0,100.0,,,,0.70678
2024-02-29,turning_point,1,D1,M1,100.0,100.0,,,0.704364
2024-02-29,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.695554
2024-02-29,turning_point,1,D2,M2,100.0,100.0,1.0,EV-F0,0.687506
2024-03-31,direction,1,D0,M0,100.0,,,,0.698094
2024-03-31,direction,1,D1,M1,100.0,100.0,,,0.740891
2024-03-31,direction,1,DE,ME,100.0,,1.0,EV-F1,0.663475
2024-03-31,direction,1,D2,M2,100.0,100.0,10.0,EV-F0,0.680957
2024-03-31,direction,2,D0,M0,100.0,,,,0.72929
2024-03-31,direction,2,D1,M1,100.0,100.0,,,0.765236
2024-03-31,direction,2,DE,ME,100.0,,10.0,EV-F1,0.720031
2024-03-31,direction,2,D2,M2,100.0,100.0,10.0,EV-F0,0.738651
2024-03-31,direction,3,D0,M0,100.0,,,,0.785032
2024-03-31,direction,3,D1,M1,100.0,100.0,,,0.86222
2024-03-31,direction,3,DE,ME,100.0,,10.0,EV-F1,0.75431
2024-03-31,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.82813
2024-03-31,large_move,1,D0,M0,100.0,,,,0.853344
2024-03-31,large_move,1,D1,M1,100.0,100.0,,,0.903353
2024-03-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.857552
2024-03-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.908901
2024-03-31,large_move,2,D0,M0,100.0,,,,0.706437
2024-03-31,large_move,2,D1,M1,100.0,100.0,,,0.73752
2024-03-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.710667
2024-03-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.739729
2024-03-31,large_move,3,D0,M0,100.0,,,,0.796116
2024-03-31,large_move,3,D1,M1,100.0,100.0,,,0.847967
2024-03-31,large_move,3,DE,ME,100.0,,100.0,EV-F0,0.793176
2024-03-31,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.825261
2024-03-31,turning_point,1,D0,M0,100.0,,,,0.711328
2024-03-31,turning_point,1,D1,M1,100.0,100.0,,,0.710391
2024-03-31,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.690354
2024-03-31,turning_point,1,D2,M2,100.0,100.0,1.0,EV-F0,0.691255
2024-04-30,direction,1,D0,M0,100.0,,,,0.728512
2024-04-30,direction,1,D1,M1,100.0,100.0,,,0.794735
2024-04-30,direction,1,DE,ME,100.0,,10.0,EV-F1,0.697066
2024-04-30,direction,1,D2,M2,100.0,100.0,10.0,EV-F0,0.724349
2024-04-30,direction,2,D0,M0,100.0,,,,0.76917
2024-04-30,direction,2,D1,M1,100.0,100.0,,,0.842248
2024-04-30,direction,2,DE,ME,100.0,,10.0,EV-F1,0.745988
2024-04-30,direction,2,D2,M2,100.0,100.0,10.0,EV-F0,0.793356
2024-04-30,direction,3,D0,M0,100.0,,,,0.784443
2024-04-30,direction,3,D1,M1,100.0,100.0,,,0.872151
2024-04-30,direction,3,DE,ME,100.0,,1.0,EV-F1,0.67699
2024-04-30,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.84952
2024-04-30,large_move,1,D0,M0,100.0,,,,0.84103
2024-04-30,large_move,1,D1,M1,100.0,100.0,,,0.896672
2024-04-30,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.849548
2024-04-30,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.908919
2024-04-30,large_move,2,D0,M0,100.0,,,,0.692431
2024-04-30,large_move,2,D1,M1,100.0,100.0,,,0.723571
2024-04-30,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.701125
2024-04-30,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.732963
2024-04-30,large_move,3,D0,M0,100.0,,,,0.799146
2024-04-30,large_move,3,D1,M1,100.0,100.0,,,0.852684
2024-04-30,large_move,3,DE,ME,100.0,,10.0,EV-F1,0.783132
2024-04-30,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.814315
2024-04-30,turning_point,1,D0,M0,100.0,,,,0.706629
2024-04-30,turning_point,1,D1,M1,100.0,100.0,,,0.704566
2024-04-30,turning_point,1,DE,ME,100.0,,10.0,EV-F0,0.706818
2024-04-30,turning_point,1,D2,M2,100.0,100.0,10.0,EV-F0,0.698933
2024-05-31,direction,1,D0,M0,100.0,,,,0.718481
2024-05-31,direction,1,D1,M1,100.0,100.0,,,0.750377
2024-05-31,direction,1,DE,ME,100.0,,100.0,EV-F0,0.716927
2024-05-31,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.73845
2024-05-31,direction,2,D0,M0,100.0,,,,0.75577
2024-05-31,direction,2,D1,M1,100.0,100.0,,,0.808411
2024-05-31,direction,2,DE,ME,100.0,,100.0,EV-F0,0.755003
2024-05-31,direction,2,D2,M2,100.0,100.0,10.0,EV-F0,0.786369
2024-05-31,direction,3,D0,M0,100.0,,,,0.737819
2024-05-31,direction,3,D1,M1,100.0,100.0,,,0.802722
2024-05-31,direction,3,DE,ME,100.0,,1.0,EV-F1,0.652139
2024-05-31,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.788138
2024-05-31,large_move,1,D0,M0,100.0,,,,0.861622
2024-05-31,large_move,1,D1,M1,100.0,100.0,,,0.897861
2024-05-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.872906
2024-05-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.913366
2024-05-31,large_move,2,D0,M0,100.0,,,,0.718487
2024-05-31,large_move,2,D1,M1,100.0,100.0,,,0.732518
2024-05-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.725334
2024-05-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.740293
2024-05-31,large_move,3,D0,M0,100.0,,,,0.734401
2024-05-31,large_move,3,D1,M1,100.0,100.0,,,0.767476
2024-05-31,large_move,3,DE,ME,100.0,,100.0,EV-F1,0.728351
2024-05-31,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.753202
2024-05-31,turning_point,1,D0,M0,100.0,,,,0.715285
2024-05-31,turning_point,1,D1,M1,100.0,100.0,,,0.723125
2024-05-31,turning_point,1,DE,ME,100.0,,1.0,EV-F0,0.715257
