origin_date,role,horizon,cell,model,alpha_H,alpha_X,alpha_E,ev_family,inner_log_loss
2024-05-31,turning_point,1,D2,M2,100.0,100.0,1.0,EV-F0,0.697107
2024-06-30,direction,1,D0,M0,100.0,,,,0.68457
2024-06-30,direction,1,D1,M1,100.0,100.0,,,0.682511
2024-06-30,direction,1,DE,ME,100.0,,100.0,EV-F0,0.692405
2024-06-30,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.685724
2024-06-30,direction,2,D0,M0,100.0,,,,0.710785
2024-06-30,direction,2,D1,M1,100.0,100.0,,,0.71896
2024-06-30,direction,2,DE,ME,100.0,,100.0,EV-F0,0.720944
2024-06-30,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.722094
2024-06-30,direction,3,D0,M0,100.0,,,,0.700496
2024-06-30,direction,3,D1,M1,100.0,100.0,,,0.730918
2024-06-30,direction,3,DE,ME,100.0,,1.0,EV-F1,0.639963
2024-06-30,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.727542
2024-06-30,large_move,1,D0,M0,100.0,,,,0.869949
2024-06-30,large_move,1,D1,M1,100.0,100.0,,,0.897776
2024-06-30,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.876554
2024-06-30,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.904297
2024-06-30,large_move,2,D0,M0,100.0,,,,0.741102
2024-06-30,large_move,2,D1,M1,100.0,100.0,,,0.765506
2024-06-30,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.744975
2024-06-30,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.767538
2024-06-30,large_move,3,D0,M0,100.0,,,,0.735548
2024-06-30,large_move,3,D1,M1,100.0,100.0,,,0.771407
2024-06-30,large_move,3,DE,ME,100.0,,10.0,EV-F0,0.721398
2024-06-30,large_move,3,D2,M2,100.0,100.0,1.0,EV-F0,0.728279
2024-06-30,turning_point,1,D0,M0,100.0,,,,0.716585
2024-06-30,turning_point,1,D1,M1,100.0,100.0,,,0.717155
2024-06-30,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.720798
2024-06-30,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F0,0.716324
2024-07-31,direction,1,D0,M0,100.0,,,,0.668316
2024-07-31,direction,1,D1,M1,100.0,100.0,,,0.657023
2024-07-31,direction,1,DE,ME,100.0,,100.0,EV-F0,0.681956
2024-07-31,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.667791
2024-07-31,direction,2,D0,M0,100.0,,,,0.682724
2024-07-31,direction,2,D1,M1,100.0,10.0,,,0.667221
2024-07-31,direction,2,DE,ME,100.0,,100.0,EV-F0,0.700041
2024-07-31,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.681438
2024-07-31,direction,3,D0,M0,100.0,,,,0.677742
2024-07-31,direction,3,D1,M1,100.0,100.0,,,0.678534
2024-07-31,direction,3,DE,ME,100.0,,1.0,EV-F1,0.670184
2024-07-31,direction,3,D2,M2,100.0,100.0,100.0,EV-F0,0.681789
2024-07-31,large_move,1,D0,M0,100.0,,,,0.752964
2024-07-31,large_move,1,D1,M1,100.0,100.0,,,0.760489
2024-07-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.770205
2024-07-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.775459
2024-07-31,large_move,2,D0,M0,100.0,,,,0.684219
2024-07-31,large_move,2,D1,M1,100.0,100.0,,,0.695063
2024-07-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.681609
2024-07-31,large_move,2,D2,M2,100.0,100.0,10.0,EV-F0,0.688201
2024-07-31,large_move,3,D0,M0,100.0,,,,0.796162
2024-07-31,large_move,3,D1,M1,100.0,100.0,,,0.840926
2024-07-31,large_move,3,DE,ME,100.0,,10.0,EV-F0,0.767233
2024-07-31,large_move,3,D2,M2,100.0,100.0,1.0,EV-F0,0.769506
2024-07-31,turning_point,1,D0,M0,100.0,,,,0.723999
2024-07-31,turning_point,1,D1,M1,100.0,100.0,,,0.735566
2024-07-31,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.733222
2024-07-31,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F0,0.739405
2024-08-31,direction,1,D0,M0,100.0,,,,0.663092
2024-08-31,direction,1,D1,M1,100.0,100.0,,,0.650607
2024-08-31,direction,1,DE,ME,100.0,,100.0,EV-F0,0.672408
2024-08-31,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.65728
2024-08-31,direction,2,D0,M0,100.0,,,,0.667104
2024-08-31,direction,2,D1,M1,100.0,10.0,,,0.638689
2024-08-31,direction,2,DE,ME,100.0,,100.0,EV-F0,0.680438
2024-08-31,direction,2,D2,M2,100.0,10.0,100.0,EV-F0,0.646069
2024-08-31,direction,3,D0,M0,100.0,,,,0.665048
2024-08-31,direction,3,D1,M1,100.0,100.0,,,0.661662
2024-08-31,direction,3,DE,ME,100.0,,1.0,EV-F1,0.635711
2024-08-31,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.653556
2024-08-31,large_move,1,D0,M0,100.0,,,,0.704839
2024-08-31,large_move,1,D1,M1,100.0,100.0,,,0.717895
2024-08-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.712934
2024-08-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.726553
2024-08-31,large_move,2,D0,M0,100.0,,,,0.705159
2024-08-31,large_move,2,D1,M1,100.0,100.0,,,0.718205
2024-08-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.709005
2024-08-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.72071
2024-08-31,large_move,3,D0,M0,100.0,,,,0.808031
2024-08-31,large_move,3,D1,M1,100.0,100.0,,,0.850661
2024-08-31,large_move,3,DE,ME,100.0,,10.0,EV-F0,0.796101
2024-08-31,large_move,3,D2,M2,100.0,100.0,1.0,EV-F0,0.811268
2024-08-31,turning_point,1,D0,M0,100.0,,,,0.709622
2024-08-31,turning_point,1,D1,M1,100.0,100.0,,,0.712895
2024-08-31,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.713904
2024-08-31,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F0,0.712016
2024-09-30,direction,1,D0,M0,100.0,,,,0.667209
2024-09-30,direction,1,D1,M1,100.0,100.0,,,0.661399
2024-09-30,direction,1,DE,ME,100.0,,100.0,EV-F0,0.677279
2024-09-30,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.668341
2024-09-30,direction,2,D0,M0,100.0,,,,0.66212
2024-09-30,direction,2,D1,M1,100.0,100.0,,,0.648083
2024-09-30,direction,2,DE,ME,100.0,,100.0,EV-F0,0.674867
2024-09-30,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.655867
2024-09-30,direction,3,D0,M0,100.0,,,,0.662704
2024-09-30,direction,3,D1,M1,100.0,100.0,,,0.666218
2024-09-30,direction,3,DE,ME,100.0,,1.0,EV-F1,0.629497
2024-09-30,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.659813
2024-09-30,large_move,1,D0,M0,100.0,,,,0.753441
2024-09-30,large_move,1,D1,M1,100.0,100.0,,,0.77352
2024-09-30,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.760788
2024-09-30,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.783411
2024-09-30,large_move,2,D0,M0,100.0,,,,0.738184
2024-09-30,large_move,2,D1,M1,100.0,100.0,,,0.764532
2024-09-30,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.743376
2024-09-30,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.769026
2024-09-30,large_move,3,D0,M0,100.0,,,,0.830686
2024-09-30,large_move,3,D1,M1,100.0,100.0,,,0.876411
2024-09-30,large_move,3,DE,ME,100.0,,10.0,EV-F1,0.822903
2024-09-30,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.856897
2024-09-30,turning_point,1,D0,M0,100.0,,,,0.708727
2024-09-30,turning_point,1,D1,M1,10.0,10.0,,,0.696645
2024-09-30,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.713287
2024-09-30,turning_point,1,D2,M2,10.0,10.0,100.0,EV-F0,0.69469
2024-10-31,direction,1,D0,M0,100.0,,,,0.659394
2024-10-31,direction,1,D1,M1,100.0,100.0,,,0.654142
2024-10-31,direction,1,DE,ME,100.0,,100.0,EV-F1,0.667378
2024-10-31,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.658927
2024-10-31,direction,2,D0,M0,100.0,,,,0.662149
2024-10-31,direction,2,D1,M1,100.0,100.0,,,0.650532
2024-10-31,direction,2,DE,ME,100.0,,100.0,EV-F0,0.674358
2024-10-31,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.657839
2024-10-31,direction,3,D0,M0,100.0,,,,0.658786
2024-10-31,direction,3,D1,M1,100.0,100.0,,,0.657841
2024-10-31,direction,3,DE,ME,100.0,,1.0,EV-F1,0.624625
2024-10-31,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.64445
2024-10-31,large_move,1,D0,M0,100.0,,,,0.784117
2024-10-31,large_move,1,D1,M1,100.0,100.0,,,0.821406
2024-10-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.792563
2024-10-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.832549
2024-10-31,large_move,2,D0,M0,100.0,,,,0.797566
2024-10-31,large_move,2,D1,M1,100.0,100.0,,,0.843146
2024-10-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.801666
2024-10-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.846643
2024-10-31,large_move,3,D0,M0,100.0,,,,0.862955
2024-10-31,large_move,3,D1,M1,100.0,100.0,,,0.922035
2024-10-31,large_move,3,DE,ME,100.0,,100.0,EV-F1,0.859175
2024-10-31,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.910877
2024-10-31,turning_point,1,D0,M0,100.0,,,,0.700802
2024-10-31,turning_point,1,D1,M1,100.0,100.0,,,0.694208
2024-10-31,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.703366
2024-10-31,turning_point,1,D2,M2,10.0,10.0,10.0,EV-F0,0.689165
2024-11-30,direction,1,D0,M0,100.0,,,,0.655882
2024-11-30,direction,1,D1,M1,100.0,100.0,,,0.646021
2024-11-30,direction,1,DE,ME,100.0,,100.0,EV-F0,0.662266
2024-11-30,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.649146
2024-11-30,direction,2,D0,M0,100.0,,,,0.653659
2024-11-30,direction,2,D1,M1,100.0,10.0,,,0.636917
2024-11-30,direction,2,DE,ME,100.0,,100.0,EV-F0,0.665175
2024-11-30,direction,2,D2,M2,100.0,10.0,100.0,EV-F0,0.641148
2024-11-30,direction,3,D0,M0,100.0,,,,0.671472
2024-11-30,direction,3,D1,M1,100.0,100.0,,,0.679301
2024-11-30,direction,3,DE,ME,100.0,,1.0,EV-F1,0.65
2024-11-30,direction,3,D2,M2,100.0,100.0,10.0,EV-F0,0.660121
2024-11-30,large_move,1,D0,M0,100.0,,,,0.78424
2024-11-30,large_move,1,D1,M1,100.0,100.0,,,0.81775
2024-11-30,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.790383
2024-11-30,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.826807
2024-11-30,large_move,2,D0,M0,100.0,,,,0.793763
2024-11-30,large_move,2,D1,M1,100.0,100.0,,,0.832219
2024-11-30,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.795712
2024-11-30,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.833218
2024-11-30,large_move,3,D0,M0,100.0,,,,0.84018
2024-11-30,large_move,3,D1,M1,100.0,100.0,,,0.890803
2024-11-30,large_move,3,DE,ME,100.0,,100.0,EV-F1,0.83596
2024-11-30,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.877309
2024-11-30,turning_point,1,D0,M0,100.0,,,,0.701276
2024-11-30,turning_point,1,D1,M1,100.0,10.0,,,0.67654
2024-11-30,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.704615
2024-11-30,turning_point,1,D2,M2,100.0,10.0,100.0,EV-F0,0.676393
2024-12-31,direction,1,D0,M0,100.0,,,,0.665329
2024-12-31,direction,1,D1,M1,100.0,100.0,,,0.660267
2024-12-31,direction,1,DE,ME,100.0,,100.0,EV-F0,0.668858
2024-12-31,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.659012
2024-12-31,direction,2,D0,M0,100.0,,,,0.657651
2024-12-31,direction,2,D1,M1,100.0,100.0,,,0.653074
2024-12-31,direction,2,DE,ME,100.0,,100.0,EV-F0,0.665803
2024-12-31,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.655144
2024-12-31,direction,3,D0,M0,100.0,,,,0.663578
2024-12-31,direction,3,D1,M1,100.0,100.0,,,0.66221
2024-12-31,direction,3,DE,ME,100.0,,1.0,EV-F1,0.653915
2024-12-31,direction,3,D2,M2,100.0,100.0,100.0,EV-F1,0.658746
2024-12-31,large_move,1,D0,M0,100.0,,,,0.787614
2024-12-31,large_move,1,D1,M1,100.0,100.0,,,0.819758
2024-12-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.793305
2024-12-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.828212
2024-12-31,large_move,2,D0,M0,100.0,,,,0.793413
2024-12-31,large_move,2,D1,M1,100.0,100.0,,,0.826115
2024-12-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.79445
2024-12-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.826587
2024-12-31,large_move,3,D0,M0,100.0,,,,0.840696
2024-12-31,large_move,3,D1,M1,100.0,100.0,,,0.884125
2024-12-31,large_move,3,DE,ME,100.0,,10.0,EV-F1,0.835892
2024-12-31,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.869127
2024-12-31,turning_point,1,D0,M0,100.0,,,,0.709706
2024-12-31,turning_point,1,D1,M1,100.0,100.0,,,0.705255
2024-12-31,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.713918
2024-12-31,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F0,0.708295
2025-01-31,direction,1,D0,M0,10.0,,,,0.664533
2025-01-31,direction,1,D1,M1,10.0,100.0,,,0.667631
2025-01-31,direction,1,DE,ME,10.0,,100.0,EV-F0,0.666649
2025-01-31,direction,1,D2,M2,10.0,100.0,100.0,EV-F0,0.66511
2025-01-31,direction,2,D0,M0,100.0,,,,0.658218
2025-01-31,direction,2,D1,M1,100.0,100.0,,,0.653344
2025-01-31,direction,2,DE,ME,100.0,,100.0,EV-F0,0.667606
2025-01-31,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.65718
2025-01-31,direction,3,D0,M0,100.0,,,,0.669538
2025-01-31,direction,3,D1,M1,100.0,100.0,,,0.670783
2025-01-31,direction,3,DE,ME,100.0,,1.0,EV-F1,0.656367
2025-01-31,direction,3,D2,M2,100.0,100.0,100.0,EV-F1,0.670111
2025-01-31,large_move,1,D0,M0,100.0,,,,0.826052
2025-01-31,large_move,1,D1,M1,100.0,100.0,,,0.85696
2025-01-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.829778
2025-01-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.864677
2025-01-31,large_move,2,D0,M0,100.0,,,,0.800034
2025-01-31,large_move,2,D1,M1,100.0,100.0,,,0.837749
2025-01-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.800845
2025-01-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.838117
2025-01-31,large_move,3,D0,M0,100.0,,,,0.86606
2025-01-31,large_move,3,D1,M1,100.0,100.0,,,0.913373
2025-01-31,large_move,3,DE,ME,100.0,,10.0,EV-F1,0.859902
2025-01-31,large_move,3,D2,M2,100.0,100.0,1.0,EV-F0,0.894065
2025-01-31,turning_point,1,D0,M0,100.0,,,,0.711873
2025-01-31,turning_point,1,D1,M1,100.0,100.0,,,0.708393
2025-01-31,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.716127
2025-01-31,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F0,0.712618
2025-02-28,direction,1,D0,M0,100.0,,,,0.665836
2025-02-28,direction,1,D1,M1,100.0,100.0,,,0.659417
2025-02-28,direction,1,DE,ME,100.0,,100.0,EV-F0,0.667838
2025-02-28,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.657129
2025-02-28,direction,2,D0,M0,100.0,,,,0.666757
2025-02-28,direction,2,D1,M1,100.0,100.0,,,0.659893
2025-02-28,direction,2,DE,ME,100.0,,100.0,EV-F0,0.675602
2025-02-28,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.663457
2025-02-28,direction,3,D0,M0,100.0,,,,0.666724
2025-02-28,direction,3,D1,M1,100.0,100.0,,,0.665493
2025-02-28,direction,3,DE,ME,100.0,,100.0,EV-F1,0.661202
2025-02-28,direction,3,D2,M2,100.0,100.0,100.0,EV-F1,0.662276
2025-02-28,large_move,1,D0,M0,100.0,,,,0.855373
2025-02-28,large_move,1,D1,M1,100.0,100.0,,,0.89669
2025-02-28,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.855972
2025-02-28,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.901919
2025-02-28,large_move,2,D0,M0,100.0,,,,0.811424
2025-02-28,large_move,2,D1,M1,100.0,100.0,,,0.854561
2025-02-28,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.814387
2025-02-28,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.85712
2025-02-28,large_move,3,D0,M0,100.0,,,,0.768703
2025-02-28,large_move,3,D1,M1,100.0,100.0,,,0.801583
2025-02-28,large_move,3,DE,ME,100.0,,100.0,EV-F1,0.76549
2025-02-28,large_move,3,D2,M2,100.0,100.0,1.0,EV-F0,0.770245
2025-02-28,turning_point,1,D0,M0,100.0,,,,0.714355
2025-02-28,turning_point,1,D1,M1,100.0,100.0,,,0.718522
2025-02-28,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.717452
2025-02-28,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F0,0.72148
2025-03-31,direction,1,D0,M0,100.0,,,,0.66204
2025-03-31,direction,1,D1,M1,100.0,100.0,,,0.649889
2025-03-31,direction,1,DE,ME,100.0,,100.0,EV-F0,0.664016
2025-03-31,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.648544
2025-03-31,direction,2,D0,M0,100.0,,,,0.656683
2025-03-31,direction,2,D1,M1,100.0,100.0,,,0.64011
2025-03-31,direction,2,DE,ME,100.0,,100.0,EV-F0,0.663823
2025-03-31,direction,2,D2,M2,100.0,100.0,100.0,EV-F0,0.64205
2025-03-31,direction,3,D0,M0,100.0,,,,0.665357
2025-03-31,direction,3,D1,M1,1.0,10.0,,,0.623503
2025-03-31,direction,3,DE,ME,100.0,,1.0,EV-F1,0.651012
2025-03-31,direction,3,D2,M2,1.0,10.0,100.0,EV-F1,0.625694
2025-03-31,large_move,1,D0,M0,100.0,,,,0.868817
2025-03-31,large_move,1,D1,M1,100.0,100.0,,,0.914948
2025-03-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.872121
2025-03-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.921426
2025-03-31,large_move,2,D0,M0,100.0,,,,0.729989
2025-03-31,large_move,2,D1,M1,100.0,100.0,,,0.769557
2025-03-31,large_move,2,DE,ME,100.0,,100.0,EV-F0,0.733934
2025-03-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F1,0.77177
2025-03-31,large_move,3,D0,M0,100.0,,,,0.670745
2025-03-31,large_move,3,D1,M1,100.0,100.0,,,0.710708
2025-03-31,large_move,3,DE,ME,100.0,,100.0,EV-F1,0.67058
2025-03-31,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.709784
2025-03-31,turning_point,1,D0,M0,100.0,,,,0.708061
2025-03-31,turning_point,1,D1,M1,100.0,100.0,,,0.706018
2025-03-31,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.710612
2025-03-31,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F0,0.708786
2025-04-30,direction,1,D0,M0,10.0,,,,0.65817
2025-04-30,direction,1,D1,M1,100.0,10.0,,,0.63679
2025-04-30,direction,1,DE,ME,100.0,,10.0,EV-F1,0.643699
2025-04-30,direction,1,D2,M2,100.0,10.0,10.0,EV-F1,0.593622
2025-04-30,direction,2,D0,M0,100.0,,,,0.65636
2025-04-30,direction,2,D1,M1,100.0,10.0,,,0.612633
2025-04-30,direction,2,DE,ME,100.0,,10.0,EV-F1,0.6516
2025-04-30,direction,2,D2,M2,100.0,10.0,10.0,EV-F1,0.591671
2025-04-30,direction,3,D0,M0,100.0,,,,0.672907
2025-04-30,direction,3,D1,M1,1.0,10.0,,,0.613321
2025-04-30,direction,3,DE,ME,100.0,,10.0,EV-F1,0.646381
2025-04-30,direction,3,D2,M2,1.0,10.0,10.0,EV-F0,0.601757
2025-04-30,large_move,1,D0,M0,100.0,,,,0.788174
2025-04-30,large_move,1,D1,M1,100.0,100.0,,,0.820503
2025-04-30,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.795498
2025-04-30,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.834914
2025-04-30,large_move,2,D0,M0,100.0,,,,0.679316
2025-04-30,large_move,2,D1,M1,100.0,100.0,,,0.689522
2025-04-30,large_move,2,DE,ME,100.0,,100.0,EV-F1,0.67908
2025-04-30,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.694524
2025-04-30,large_move,3,D0,M0,100.0,,,,0.672205
2025-04-30,large_move,3,D1,M1,100.0,100.0,,,0.711791
2025-04-30,large_move,3,DE,ME,100.0,,100.0,EV-F1,0.670618
2025-04-30,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.705975
2025-04-30,turning_point,1,D0,M0,100.0,,,,0.712647
2025-04-30,turning_point,1,D1,M1,100.0,100.0,,,0.717485
2025-04-30,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.715214
2025-04-30,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F0,0.720539
2025-05-31,direction,1,D0,M0,100.0,,,,0.671876
2025-05-31,direction,1,D1,M1,100.0,10.0,,,0.645847
2025-05-31,direction,1,DE,ME,100.0,,1.0,EV-F1,0.635574
2025-05-31,direction,1,D2,M2,100.0,10.0,1.0,EV-F1,0.559949
2025-05-31,direction,2,D0,M0,100.0,,,,0.663712
2025-05-31,direction,2,D1,M1,100.0,10.0,,,0.626969
2025-05-31,direction,2,DE,ME,100.0,,10.0,EV-F1,0.653437
2025-05-31,direction,2,D2,M2,100.0,10.0,10.0,EV-F1,0.604039
2025-05-31,direction,3,D0,M0,100.0,,,,0.67227
2025-05-31,direction,3,D1,M1,1.0,10.0,,,0.597918
2025-05-31,direction,3,DE,ME,100.0,,10.0,EV-F1,0.64393
2025-05-31,direction,3,D2,M2,1.0,10.0,10.0,EV-F0,0.58175
2025-05-31,large_move,1,D0,M0,100.0,,,,0.736535
2025-05-31,large_move,1,D1,M1,100.0,100.0,,,0.742856
2025-05-31,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.740599
2025-05-31,large_move,1,D2,M2,100.0,100.0,100.0,EV-F0,0.755869
2025-05-31,large_move,2,D0,M0,100.0,,,,0.683911
2025-05-31,large_move,2,D1,M1,100.0,100.0,,,0.694983
2025-05-31,large_move,2,DE,ME,100.0,,100.0,EV-F1,0.679636
2025-05-31,large_move,2,D2,M2,100.0,100.0,100.0,EV-F0,0.697098
2025-05-31,large_move,3,D0,M0,100.0,,,,0.6738
2025-05-31,large_move,3,D1,M1,100.0,100.0,,,0.714446
2025-05-31,large_move,3,DE,ME,100.0,,100.0,EV-F1,0.670323
2025-05-31,large_move,3,D2,M2,100.0,100.0,10.0,EV-F0,0.701897
2025-05-31,turning_point,1,D0,M0,100.0,,,,0.727411
2025-05-31,turning_point,1,D1,M1,100.0,100.0,,,0.740712
2025-05-31,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.728976
2025-05-31,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F1,0.74151
2025-06-30,direction,1,D0,M0,100.0,,,,0.667073
2025-06-30,direction,1,D1,M1,100.0,10.0,,,0.636195
2025-06-30,direction,1,DE,ME,100.0,,1.0,EV-F1,0.637618
2025-06-30,direction,1,D2,M2,100.0,10.0,1.0,EV-F1,0.55655
2025-06-30,direction,2,D0,M0,100.0,,,,0.662763
2025-06-30,direction,2,D1,M1,100.0,10.0,,,0.616955
2025-06-30,direction,2,DE,ME,100.0,,10.0,EV-F1,0.659639
2025-06-30,direction,2,D2,M2,100.0,10.0,1.0,EV-F1,0.593417
2025-06-30,direction,3,D0,M0,100.0,,,,0.670032
2025-06-30,direction,3,D1,M1,1.0,10.0,,,0.609468
2025-06-30,direction,3,DE,ME,100.0,,10.0,EV-F1,0.637647
2025-06-30,direction,3,D2,M2,1.0,10.0,10.0,EV-F0,0.586752
2025-06-30,large_move,1,D0,M0,10.0,,,,0.655933
2025-06-30,large_move,1,D1,M1,10.0,10.0,,,0.642237
2025-06-30,large_move,1,DE,ME,10.0,,100.0,EV-F0,0.662092
2025-06-30,large_move,1,D2,M2,10.0,10.0,100.0,EV-F0,0.64839
2025-06-30,large_move,2,D0,M0,100.0,,,,0.633775
2025-06-30,large_move,2,D1,M1,10.0,10.0,,,0.635383
2025-06-30,large_move,2,DE,ME,100.0,,100.0,EV-F1,0.629547
2025-06-30,large_move,2,D2,M2,10.0,10.0,100.0,EV-F1,0.632304
2025-06-30,large_move,3,D0,M0,100.0,,,,0.623913
2025-06-30,large_move,3,D1,M1,100.0,100.0,,,0.651147
2025-06-30,large_move,3,DE,ME,100.0,,10.0,EV-F1,0.61663
2025-06-30,large_move,3,D2,M2,100.0,100.0,1.0,EV-F0,0.621378
2025-06-30,turning_point,1,D0,M0,100.0,,,,0.734396
2025-06-30,turning_point,1,D1,M1,100.0,100.0,,,0.752962
2025-06-30,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.736036
2025-06-30,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F0,0.756275
2025-07-31,direction,1,D0,M0,100.0,,,,0.666257
2025-07-31,direction,1,D1,M1,100.0,10.0,,,0.626753
2025-07-31,direction,1,DE,ME,100.0,,1.0,EV-F1,0.644952
2025-07-31,direction,1,D2,M2,100.0,10.0,1.0,EV-F1,0.591717
2025-07-31,direction,2,D0,M0,100.0,,,,0.664803
2025-07-31,direction,2,D1,M1,100.0,10.0,,,0.605544
2025-07-31,direction,2,DE,ME,100.0,,100.0,EV-F1,0.665964
2025-07-31,direction,2,D2,M2,100.0,10.0,100.0,EV-F0,0.608535
2025-07-31,direction,3,D0,M0,100.0,,,,0.671736
2025-07-31,direction,3,D1,M1,1.0,10.0,,,0.622802
2025-07-31,direction,3,DE,ME,100.0,,1.0,EV-F1,0.643266
2025-07-31,direction,3,D2,M2,1.0,10.0,100.0,EV-F1,0.61715
2025-07-31,large_move,1,D0,M0,10.0,,,,0.611781
2025-07-31,large_move,1,D1,M1,10.0,100.0,,,0.611386
2025-07-31,large_move,1,DE,ME,10.0,,100.0,EV-F0,0.622418
2025-07-31,large_move,1,D2,M2,10.0,100.0,100.0,EV-F0,0.62149
2025-07-31,large_move,2,D0,M0,100.0,,,,0.620853
2025-07-31,large_move,2,D1,M1,10.0,100.0,,,0.626795
2025-07-31,large_move,2,DE,ME,100.0,,10.0,EV-F0,0.593567
2025-07-31,large_move,2,D2,M2,10.0,100.0,1.0,EV-F1,0.58024
